ID_FISCALIZACAO_ELETRONICA;DESC_LOC_CONTROLADOR_TRANSITO;DESC_TIPO_CONTROLADOR_TRANSITO;VELOCIDADE_REGULAMENTAR;SENTIDO;SENTIDO_FISCALIZADO;NUM_SERIE_ATUAL;COD_SECUNDARIA;GEOMETRIA;;
11;Av. Cristiano Machado esquina com Av. Sebastião de Brito;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;7191;;POINT (611557.08 7803868.10);;
12;Av. Cristiano Machado esquina com R. Sônia;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;7190;;POINT (611642.78 7803712.79);;
782;Av. do Contorno, 5713;Detector de Trânsito em Local Proibido;60;Savassi-SÃ£o Lucas;único;3054;393305017;POINT (611901.92 7794836.54);;
16;Av. Nossa Senhora do Carmo, 665;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;7185;;POINT (611472.62 7794135.33);;
17;Av. Nossa Senhora do Carmo, 702;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;7186;;POINT (611455.93 7794113.61);;
25;Av. Afonso Pena esquina com R. Maranhão;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;3283;;POINT (612270.61 7795096.17);;
26;Av. Amazonas, 2086;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;3285;;POINT (609630.64 7796281.64);;
27;Av. Amazonas, 2153;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;3306;;POINT (609621.49 7796258.85);;
29;Av. Amazonas, 5400 e oposto ao 5400;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3274;;POINT (606571.07 7795881.57);;
30;Av. Amazonas, 6894 e oposto ao 6894;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3272;;POINT (605302.86 7795365.27);;
781;Av. do Contorno, 5713;Detector de Avanço de Semáforo;60;Savassi-SÃ£o Lucas;único;3054;393305017;POINT (611910.13 7794837.67);;
31;Av. Amazonas, 7800 e oposto ao 7800;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3267;;POINT (604629.45 7795031.46);;
32;Av. Amazonas a 95 metros da R. São Carlos;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;3305;;POINT (603877.33 7794040.18);;
33;Av. Barão Homem de Melo, 3191 e oposto ao 3191;Controlador Eletrônico de Velocidade;60;Av. Raja GabÃ¡glia-Av. Silva Lobo e Av. Silva Lobo-;Ambos;3296;;POINT (608483.08 7792201.30);;
34;Av. Antônio Abraão Caram a 43 metros da Al. das Acácias;Controlador Eletrônico de Velocidade;60;Liberdade-SÃ£o Luiz e SÃ£o Luiz-Liberdade;Ambos;3373;;POINT (608515.50 7803602.64);;
35;Av. Bernardo Vasconcelos, 1720 e oposto ao 1720;Controlador Eletrônico de Velocidade;60;Aparecida-UniÃ£o e UniÃ£o-Aparecida;Ambos;3313;;POINT (611362.30 7801272.53);;
36;Av. Bias Fortes esquina com R. Bernardo Guimarães;Controlador Eletrônico de Velocidade;60;PraÃ§a da Liberdade-PraÃ§a Raul Soares e PraÃ§a Raul ;Ambos;3299;;POINT (610797.97 7796038.69);;
39;Av. Cristiano Machado a 27 metros do Viaduto Paulo Mendes Campos;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;3273;;POINT (611871.64 7803228.89);;
40;Av. Cristiano Machado a 89 metros da R. Cajuí­;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;3276;;POINT (611880.92 7803190.24);;
41;Av. Cristiano Machado, 9950;Controlador Eletrônico de Velocidade;70;Centro-Bairro;único;3284;;POINT (611433.97 7805839.26);;
42;Av. Cristiano Machado esquina com R. Coronel Joaquim Tibúrcio;Controlador Eletrônico de Velocidade;70;Bairro-Centro;único;3290;;POINT (611054.76 7806183.08);;
44;Av. Cristiano Machado, 12001;Controlador Eletrônico de Velocidade;70;Bairro-Centro;único;3292;;POINT (610297.66 7808162.93);;
45;Av. Deputado Álvaro Antônio a 280m da Av. Adão Alves de Souza;Controlador Eletrônico de Velocidade;60;BetÃ¢nia-Barreiro;único;3318;;POINT (603726.72 7791086.80);;
289;Av. Cristiano Machado, 1700;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;8961;;POINT (612211.00 7800039.31);;
290;Av. Cristiano Machado, 1700;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;8962;;POINT (612216.56 7800041.05);;
381;Av. GetÃºlio Vargas, 1705;Detector de Trânsito em Local Proibido;60;Santo AntÃ´nio-Savassi;único;3013;122420152;POINT (611093.86 7794830.84);;
382;Av. Cristiano Machado, 11100;Controlador Eletrônico de Velocidade;70;Centro-Bairro;único;9085;;POINT (610684.84 7807364.02);;
383;Av. Cristiano Machado, 11100;Controlador Eletrônico de Velocidade;70;Centro-Bairro;único;9087;;POINT (610678.44 7807360.42);;
115;Av. Afonso Pena esquina com R. dos Caetés;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;590;;POINT (610884.41 7797449.98);;
118;Av. Afonso Pena esquina com R. dos Caetés;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio Branco;único;589;;POINT (610901.21 7797458.05);;
119;Av. Afonso Pena esquina com R. dos Tupinambás;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;280;;POINT (610967.54 7797308.02);;
120;Av. Afonso Pena esquina com R. dos Tupinambás;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio Branco;único;298;;POINT (611010.89 7797274.49);;
121;R. SÃ£o Paulo esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Lourdes-PraÃ§a Rio Branco;único;588;;POINT (610982.03 7797269.09);;
122;R. SÃ£o Paulo esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;Centro-Mangabeiras;único;252;;POINT (610993.16 7797317.26);;
123;Av. Cristiano Machado, 500;Detector de Avanço de Semáforo;60;Centro-Bairro;único;283;;POINT (611727.11 7798790.20);;
124;Av. Amazonas, 7675;Detector de Avanço de Semáforo;60;Bairro-Centro;único;265;;POINT (604715.30 7795056.30);;
125;Av. Afonso Pena esquina com R. dos Tupis;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;297;;POINT (611257.53 7796805.43);;
126;Av. Afonso Pena esquina com R. da Bahia;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio Branco;único;293;;POINT (611293.41 7796773.59);;
127;Av. Afonso Pena esquina com R. da Bahia;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio Branco;único;260;;POINT (611297.33 7796781.74);;
128;Av. Afonso Pena esquina com Av. Álvares Cabral;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio Branco;único;299;;POINT (611451.36 7796509.50);;
129;Av. Afonso Pena esquina com Av. Álvares Cabral;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;569;;POINT (611415.08 7796530.20);;
130;Av. Álvares Cabral esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;PraÃ§a Afonso Arinos-Centro;único;259;;POINT (611421.42 7796502.41);;
131;Av. Afonso Pena esquina com R. dos Guajajaras;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;564;;POINT (611558.27 7796287.41);;
132;Av. Afonso Pena esquina com R. dos Guajajaras;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;272;;POINT (611551.93 7796285.07);;
133;Av. Afonso Pena esquina com R. dos Timbiras;Detector de Avanço de Semáforo;60;PraÃ§a Rio Branco-Mangabeiras;único;270;;POINT (611659.43 7796107.56);;
134;Av. Afonso Pena esquina com R. Pernambuco;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio Branco;único;268;;POINT (611686.24 7796108.20);;
135;Av. Afonso Pena esquina com Av. Getúlio Vargas;Detector de Avanço de Semáforo;60;Mangabeiras-PraÃ§a Rio branco;único;254;;POINT (612096.39 7795395.03);;
136;Av. Getúlio Vargas esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;FuncionÃ¡rios-Savassi;único;294;;POINT (612091.29 7795426.37);;
137;R. Cláudio Manoel esquina com Av. Getúlio Vargas;Detector de Avanço de Semáforo;60;FuncionÃ¡rios-Savassi;único;568;;POINT (612106.42 7795402.10);;
138;R. Curitiba esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Centro-Lourdes;único;292;;POINT (610749.57 7796942.19);;
139;Av. Amazonas esquina com R. Curitiba;Detector de Avanço de Semáforo;60;PraÃ§a Rui Barbosa-PraÃ§a Raul Soares;único;574;;POINT (610756.22 7796935.52);;
140;R. da Bahia esquina com Av. Afonso Pena;Detector de Avanço de Semáforo;60;PraÃ§a Rui Barbosa-PraÃ§a da Liberdade;único;269;;POINT (611291.67 7796802.92);;
141;R. da Bahia esquina com Av. Augusto de Lima;Detector de Avanço de Semáforo;60;PraÃ§a Rui Barbosa-PraÃ§a da Liberdade;único;267;;POINT (611216.93 7796518.74);;
142;Av. Afonso Vaz de Melo esquina com R. Boaventura Costa e R. Boaventura Costa esquina com Av. Afonso Vaz de Melo;Detector de Avanço de Semáforo;60;Barreiro-Tirol e Barreiro-Teixeira Dias;Ambos;282;;POINT (602307.46 7790998.53);;
143;R. Boaventura Costa esquina com Av. Afonso Vaz de Melo;Detector de Avanço de Semáforo;30;Barreiro-Teixeira Dias;único;250;;POINT (602302.05 7790997.14);;
943;"Av. Cristiano Machado, esquina com R. Pitangui
";Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;516302852;S5101;POINT (611394.73 7798677.98);;
145;Av. Vilarinho esquina com Av. Elias Antônio Issa;Detector de Avanço de Semáforo;60;Bairro-Centro;único;578;;POINT (607860.48 7809566.62);;
146;Av. Vilarinho esquina com Av. Baleares;Detector de Avanço de Semáforo;60;Centro-Bairro;único;577;;POINT (607863.01 7809610.20);;
161;Av. Amazonas esquina com R. São Paulo;Detector de Avanço de Semáforo;60;PraÃ§a Raul Soares-PraÃ§a Rui Barbosa;único;566;;POINT (610897.82 7797000.28);;
162;Av. Amazonas esquina com R. São Paulo;Detector de Avanço de Semáforo;60;PraÃ§a Rui Barbosa-PraÃ§a Raul Soares;único;285;;POINT (610926.71 7797036.51);;
163;Av. Amazonas esquinsa com R. dos Tamóios;Detector de Avanço de Semáforo;60;PraÃ§a Raul Soares-PraÃ§a Rui Barbosa;único;595;;POINT (610936.45 7797025.82);;
164;Av. Amazonas esquina com R. Curitba;Detector de Avanço de Semáforo;60;PraÃ§a Raul Soares-PraÃ§a Rui Barbosa;único;573;;POINT (610735.41 7796907.86);;
165;Av. Amazonas esquina com Av. Paraná;Detector de Avanço de Semáforo;60;PraÃ§a Rui Barbosa-PraÃ§a Raul Soares;único;570;;POINT (610664.63 7796882.03);;
166;Av. Amazonas esquina com R. Padre Belchior e R. Padre Belchior esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;PraÃ§a Raul Soares-PraÃ§a Rui Barbosa e Augusto de L;único;571;;POINT (610660.53 7796861.75);;
167;Av. Amazonas esquina com R. dos Goitacazes;Detector de Avanço de Semáforo;60;PraÃ§a Rui Barbosa-PraÃ§a Raul Soares;único;586;;POINT (610564.52 7796826.94);;
168;Av. Amazonas esquina com R. dos Goitacazes;Detector de Avanço de Semáforo;60;PraÃ§a Raul Soares-PraÃ§a Rui Barbosa;único;585;;POINT (610572.48 7796813.50);;
169;R. Santa Catarina esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Lourdes-Centro;único;587;;POINT (610565.60 7796799.99);;
170;Av. Amazonas esquina com R. dos Aimorés;Detector de Avanço de Semáforo;60;Bairro-Centro;único;583;;POINT (609907.85 7796424.76);;
171;Av. Amazonas esquina com R. Araguari;Detector de Avanço de Semáforo;60;Centro-Bairro;único;584;;POINT (609903.44 7796442.86);;
172;Av. Amazonas esquina com Av. Barbacena;Detector de Avanço de Semáforo;60;Bairro-Centro;único;263;;POINT (609706.51 7796308.78);;
173;Av. Amazonas esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Centro-Bairro;único;251;;POINT (609147.15 7795999.55);;
174;Av. Amazonas esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Bairro-Centro;único;257;;POINT (609126.66 7795975.42);;
785;Av. Otacílio Negrão de Lima entre Av. Presidente Antônio Carlos e Praça do Aleijadinho;Detector de Trânsito em Local Proibido;60;Aeroporto-SÃ£o Luiz;único;3049;122420130;POINT (608195.07 7804939.25);;
786;Av. Otacílio Negrão de Lima esquina com Av. Coronel Oscar Paschoal;Detector de Trânsito em Local Proibido;60;Aeroporto-Bandeirantes;único;3048;122420135;POINT (607344.13 7803375.28);;
787;Av. Otacílio Negrão de Lima, 54m após a Rotatória da Av. Cremona;Detector de Trânsito em Local Proibido;60;SÃ£o Luiz-Bandeirantes;único;3046;122420143;POINT (606621.57 7803840.45);;
821;Av. Presidente Carlos Luz, oposto ao 4269;Detector de Invasão de Faixa de Exclusiva - MOVE;0;Centro-Bairro;único;2200010;GCT010;POINT (607128.15 7802243.94);;
789;Av. Teresa Cristina esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Bairro-Centro;único;3042;122420144;POINT (609194.52 7797163.87);;
863;Av. Cristiano Machado, esquina Av. Silviano Brandão - AlÃ§a Direita;Detector de Avanço de Semáforo;60;Centro-Floresta;único;1667;BRI1667;POINT (611859.20 7798823.71);;
864;Av. Cristiano Machado, esquina Av. Silviano Brandão - AlÃ§a Direita;Detector de Conversão-Retorno em local Proibido;60;Centro-Floresta;único;1667;BRI1667;POINT (611860.10 7798826.01);;
865;Av. Cristiano Machado, esquina Av. Silviano Brandão;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1712;BRI1712;POINT (611855.67 7798831.34);;
866;"Av. Cristiano Machado, esquina Av. Silviano BrandÃ£o
";Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;único;1712;BRI1712;POINT (611855.16 7798834.41);;
794;R. Haiti, 256;Detector de Trânsito em Local Proibido;40;Sion-Belvedere;único;3057;122420168;POINT (610926.49 7792770.58);;
867;Av. Cristiano Machado, esquina Rua Augito;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1386;BRI1386;POINT (611890.68 7798886.48);;
797;Av. Otacílio Negrão de Lima, 3573;Detector de Trânsito em Local Proibido;60;Bandeirantes-SÃ£o Luiz;único;3047;149240002;POINT (606593.19 7803744.42);;
868;Av. Cristiano Machado, esquina Rua Augito - Alí§a esquerda;Detector de Avanço de Semáforo;60;Bairro da GraÃ§a-Floresta;único;1386;BRI7386;POINT (611900.17 7798884.30);;
799;Av. Teresa Cristina esquina com Av. do Contorno;Detector de Trânsito em Local Proibido;60;Bairro-Centro;único;3042;122420144;POINT (609186.04 7797160.64);;
800;Av. Teresa Cristina esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Bairro-Centro;único;3043;397905145;POINT (609195.67 7797156.71);;
869;Av. do Contorno, esquina Av. dos Andradas;Detector de Avanço de Semáforo;60;Santa EfigÃªnia-Santa Tereza;único;1061;BRI1061;POINT (612616.16 7796864.72);;
802;R. Haiti oposto ao 256;Detector de Trânsito em Local Proibido;40;Belvedere-Sion;único;3056;122420154;POINT (610924.33 7792767.01);;
870;Av. do Contorno, esquina Av. dos Andradas;Detector de Avanço de Semáforo;60;Floresta-Santa EfigÃªnia;único;1262;BRI1262;POINT (612573.32 7796908.84);;
871;Av. do Contorno, 11.050;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Brarro Preto-Centro;único;1212;BRI1212;POINT (610227.88 7797266.38);;
872;Av. Dom Pedro I, 1220;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1361;BRI1361;POINT (608492.67 7806546.91);;
873;Av. Dom Pedro I, 3000;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1034;BRI1034;POINT (609567.91 7807777.42);;
874;Av. Dom Pedro I, oposto ao 3000;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1745;BRI1745;POINT (609547.00 7807804.14);;
875;Av. Dom Pedro I, oposto ao 1220;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1392;BRI1392;POINT (608472.34 7806568.40);;
810;Av. Teresa Cristina esquina com Av. do Contorno;Detector de Trânsito em Local Proibido;60;Bairro-Centro;único;3043;397905145;POINT (609188.05 7797154.24);;
876;"Av. dos Andradas esq. com Alameda Ezequiel Dias
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1282;BRI1282;POINT (611830.19 7796768.76);;
877;Av. dos Andradas, 1.200;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1377;BRI1377;POINT (611975.24 7796818.46);;
441;Av. Dom Pedro II esquina com R. Antônio Peixoto Guimarães;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1005;;POINT (607372.45 7797855.64);;
442;Av. Dom Pedro II esquina com R. Antônio Peixoto Guimarães;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1005;;POINT (607379.70 7797854.64);;
443;Av. dos Andradas esquina com R. dos Caetés;Detector de Avanço de Semáforo;60;Viaduto Santa Tereza-Barro Preto;único;1286;;POINT (611505.46 7797272.80);;
444;Av. dos Andradas esquina com R. dos Caetés;Detector de Avanço de Semáforo;60;Viaduto Santa Tereza-Barro Preto;único;1292;;POINT (611511.83 7797270.72);;
445;Av. dos Andradas esquina com R. dos Caetés;Detector de Parada sobre Faixa de Pedestres;60;Viaduto Santa Tereza-Barro Preto;único;1286;;POINT (611507.91 7797279.29);;
446;Av. dos Andradas esquina com R. dos Caetés;Detector de Parada sobre Faixa de Pedestres;60;Viaduto Santa Tereza-Barro Preto;único;1292;;POINT (611514.16 7797276.96);;
447;Av. dos Andradas esquina com Av. Silviano Brandão;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1267;;POINT (614025.12 7798423.88);;
448;Av. dos Andradas esquina com Av. Silviano Brandão;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1267;;POINT (614025.36 7798418.84);;
452;R. do Uruguai esquina com Av. Nossa Senhora do Carmo;Detector de Avanço de Semáforo;40;Sion-SÃ£o Pedro;único;1290;;POINT (611450.53 7793957.95);;
453;R. do Uruguai esquina com Av. Nossa Senhora do Carmo;Detector de Parada sobre Faixa de Pedestres;40;Sion-SÃ£o Pedro;único;1290;;POINT (611448.32 7793960.83);;
461;Av. Nossa Senhora do Carmo esquina com R. do Uruguai;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1279;;POINT (611424.34 7793945.37);;
462;Av. Nossa Senhora do Carmo esquina com R. do Uruguai;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1290;;POINT (611431.12 7793941.47);;
463;Av. Nossa Senhora do Carmo esquina com R. do Uruguai;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1279;;POINT (611426.56 7793951.85);;
464;Av. Nossa Senhora do Carmo esquina com R. do Uruguai;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1290;;POINT (611434.06 7793947.77);;
465;Av. Presidente Antônio Carlos esquina com R. Rio Novo;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1397;;POINT (610617.82 7798420.40);;
466;Av. Presidente Antônio Carlos esquina com R. Rio Novo;Conjugado CEV-DIF;60;Centro-Bairro;único;1399;;POINT (610623.15 7798421.97);;
467;Av. Presidente Antônio Carlos esquina com R. Rio Novo;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1397;;POINT (610616.24 7798430.52);;
468;Av. Presidente Antônio Carlos esquina com R. Rio Novo;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1399;;POINT (610621.54 7798432.29);;
469;Av. Presidente Antônio Carlos esquina R. Rio Novo;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1402;;POINT (610580.49 7798438.45);;
470;Av. Presidente Antônio Carlos esquina R. Rio Novo;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1402;;POINT (610582.07 7798431.91);;
471;Av. Presidente Antônio Carlos, 3550;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1121;;POINT (609797.93 7801344.01);;
472;Av. Presidente Antônio Carlos, 3550;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1121;;POINT (609795.18 7801350.49);;
473;Av. Presidente Antônio Carlos, oposto ao 3550;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1128;;POINT (609763.64 7801348.81);;
474;Av. Presidente Antônio Carlos, oposto ao 3550;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1128;;POINT (609765.19 7801343.53);;
475;Av. Marechal Espiridião Rosas esquina com Av. Presidente Antônio Carlos;Detector de Avanço de Semáforo;30;Campus UFMG-Santa Rosa;único;1403;;POINT (609395.07 7802372.60);;
476;Av. Marechal Espiridião Rosas esquina com Av. Presidente Antônio Carlos;Detector de Parada sobre Faixa de Pedestres;30;Campus UFMG-Santa Rosa;único;1403;;POINT (609403.22 7802373.20);;
481;Av. Presidente Antônio Carlos esquina com Av. Coronel Jos Dias Bicalho;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1119;;POINT (608845.95 7803997.47);;
482;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1119;;POINT (608847.63 7803991.95);;
483;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1118;;POINT (608892.18 7803976.02);;
484;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1118;;POINT (608890.05 7803984.38);;
485;R. Espírito Santo esquina com R. dos Guaicurus;Detector de Avanço de Semáforo;40;Av. Afonso Pena-Av. do Contorno;único;1421;;POINT (611336.24 7797512.80);;
486;R. Espírito Santo esquina com R. dos Guaicurus;Detector de Parada sobre Faixa de Pedestres;40;Av. Afonso Pena-Av. do Contorno;único;1421;;POINT (611337.28 7797518.90);;
487;R. dos Guaicurus esquina com R. Espírito Santo;Detector de Avanço de Semáforo;40;PraÃ§a Rui Barbosa-Viaduto Nansen AraÃºjo;único;1420;;POINT (611362.55 7797523.80);;
488;R. dos Guaicurus esquina com R. Espírito Santo;Detector de Parada sobre Faixa de Pedestres;40;PraÃ§a Rui Barbosa-Viaduto Nansen AraÃºjo;único;1420;;POINT (611356.15 7797526.77);;
489;R. Mato Grosso esquina com Av. do Contorno;Detector de Avanço de Semáforo;40;Barro Preto-Viaduto Oeste;único;1358;;POINT (610258.57 7797260.98);;
490;R. Mato Grosso esquina com Av. do Contorno;Detector de Parada sobre Faixa de Pedestres;40;Barro Preto-Viaduto Oeste;único;1358;;POINT (610258.13 7797268.26);;
616;Av. Presidente Juscelino Kubitschek a 8 metros do Viaduto Setenta e Sete;Controlador Eletrônico de Velocidade;80;Contagem-Belo Horizonte;único;9700;9700;POINT (605295.50 7795770.48);;
621;Av. Presidente Juscelino Kubitschek a 9m do Viaduto Setenta e Sete;Controlador Eletrônico de Velocidade;80;Belo Horizonte-Contagem;único;9699;9699;POINT (605277.34 7795775.59);;
622;Av. Cristiano Machado esquina com R. Professor Pimenta da Veiga;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1524;1524;POINT (612099.24 7800754.06);;
623;Av. Cristiano Machado esquina com R. Dom Leme;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1535;1535;POINT (612071.28 7800778.26);;
624;Av. Cristiano Machado, 11586;Detector de Avanço de Semáforo;70;Centro-Bairro;único;1265;1265;POINT (610487.19 7807807.77);;
625;Av. Cristiano Machado, 11586;Detector de Parada sobre Faixa de Pedestres;70;Centro-Bairro;único;1265;1265;POINT (610485.57 7807811.23);;
626;Av. do Contorno esquina com R. EspÃ­rito Santo;Detector de Avanço de Semáforo;60;Barro Preto-Centro;único;1700;1700;POINT (611346.66 7797625.82);;
627;Av. do Contorno esquina com R. EspÃ­rito Santo;Detector de Avanço de Semáforo;60;Barro Preto-Centro;único;1741;1741;POINT (611348.36 7797634.49);;
628;Av. Dom Pedro I, 2107;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1506;1506;POINT (608949.56 7807265.36);;
629;R. Doutor Américo Gasparini esquina com Av. Dom Pedro I;Detector de Avanço de Semáforo;40;SÃ£o JoÃ£o Batista-Planalto;único;1522;1522;POINT (608912.13 7807249.69);;
630;Av. Dom Pedro II, 2222;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1312;1312;POINT (608607.77 7798337.50);;
631;Av. Teresa Cristina esquina com R. Benjamin Flores;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1376;1376;POINT (606146.49 7793270.44);;
641;Av. Cristiano Machado esquina com R. Professor Pimenta da Veiga;Detector de Avanço de Semáforo;60;Centro-Bairro;único;9692;9692;POINT (612088.83 7800755.88);;
642;Av. Cristiano Machado esquina com R. Dom Leme;Detector de Avanço de Semáforo;60;Bairro-Centro;único;9693;9693;POINT (612083.65 7800776.38);;
643;Av. Dom Pedro I, 2177;Detector de Avanço de Semáforo;60;Bairro-Centro;único;9352;9352;POINT (608953.70 7807255.82);;
644;Av. Amazonas, oposto ao 7675;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1545;1545;POINT (604712.16 7795073.67);;
645;Av. Amazonas, oposto ao 7675;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1545;1545;POINT (604704.40 7795072.28);;
646;Av. do Contorno esquina com R. Espírito Santo;Detector de Avanço de Semáforo;60;Centro-Barro Preto;único;1543;1543;POINT (611366.26 7797649.79);;
647;Av. do Contorno esquina com R. Espírito Santo;Detector de Avanço de Semáforo;60;Centro-Barro Preto;único;1544;1544;POINT (611364.84 7797643.79);;
648;Av. do Contorno esquina com R. Espírito Santo;Detector de Parada sobre Faixa de Pedestres;60;Centro-Barro Preto;único;1544;1544;POINT (611371.31 7797642.06);;
649;Av. do Contorno esquina com R. Espírito Santo;Detector de Parada sobre Faixa de Pedestres;60;Centro-Barro Preto;único;1543;1543;POINT (611373.36 7797648.05);;
650;R. Espírito Santo esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1683;1683;POINT (611361.37 7797619.32);;
651;R. Espírito Santo esquina com Av. do Contorno;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1683;1683;POINT (611361.00 7797616.13);;
652;Av. Dom Pedro I, 2062;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1507;1507;POINT (608910.50 7807203.33);;
653;Av. Dom Pedro I, 2062;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1507;1507;POINT (608914.17 7807205.16);;
654;Av. Dom Pedro II, 2275;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1313;1313;POINT (608588.99 7798315.51);;
655;Av. Dom Pedro II, 2275;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1313;1313;POINT (608584.07 7798313.87);;
656;Av. Francisco Sá esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Prado-Gutierrez;Ambos;1334;1334;POINT (608854.52 7795940.04);;
657;Av. Francisco Sá esquina com Av. Amazonas;Detector de Parada sobre Faixa de Pedestres;60;Prado-Gutierrez;Ambos;1334;1334;POINT (608854.92 7795942.92);;
658;Av. Francisco Sá esquina com Av. Amazonas;Detector de Avanço de Semáforo;60;Gutierrez-Prado;Ambos;1334;1334;POINT (608862.57 7795911.52);;
